?????;??????? ?????;???? ?????;????? ??;????? ??
Telekom Srbija a.d., Beograd;34 6519000;34 6519999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6522000;34 6522999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6572000;34 6572999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6575000;34 6575999;25.6.2018;25.6.2028
Telekom Srbija a.d., Beograd;34 6578000;34 6578999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6592000;34 6592999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6595000;34 6595999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6701000;34 6703999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6705000;34 6705999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6707000;34 6707999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6709000;34 6717999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6720000;34 6726999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6727000;34 6727999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6740000;34 6742999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6747000;34 6747999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6751000;34 6751999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6763000;34 6763999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6773000;34 6773999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6777000;34 6777999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6790000;34 6796999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6798000;34 6798999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6811000;34 6814999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6821000;34 6821999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6823000;34 6823999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6828000;34 6828999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6832000;34 6832999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6837000;34 6837999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6841000;34 6843999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6850000;34 6853999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6866000;34 6866999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6882000;34 6883999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 700000;34 703999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 705000;34 705999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 710000;34 715999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 720000;34 727999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 743000;34 743999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 748000;34 748999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 751000;34 753999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 780000;34 780999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 821000;34 821999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 826000;34 826999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 830000;34 834999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 836000;34 838999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 842000;34 843999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 850000;34 850999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 852000;34 853999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 861000;34 865999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 200000;35 201999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 220000;35 234999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 240000;35 245999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 247000;35 247999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 250000;35 254999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 260000;35 261999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 263000;35 263999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 267000;35 268999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 270000;35 276999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 279000;35 283999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 290000;35 290999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 311000;35 312999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 314000;35 314999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 321000;35 325999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 328000;35 328999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 337000;35 337999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 342000;35 342999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 344000;35 345999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 401000;35 401999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 414000;35 415999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 421000;35 421999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 429000;35 429999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 431000;35 434999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 436000;35 436999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 438000;35 438999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 441000;35 441999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 518000;35 518999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 532000;35 532999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 534000;35 535999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 540000;35 541999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 545000;35 546999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 561000;35 573999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 611000;35 614999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 620000;35 622999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 625000;35 627999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 630000;35 630999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 634000;35 636999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 639000;35 639999;10.6.2017;10.6.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;35 700000;35 700999;19.2.2018;19.2.2028
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;35 704000;35 704999;1.10.2018;1.10.2028
BEOTELNET-ISP;35 720000;35 720999;1.8.2014;1.8.2024
JOTEL;35 725000;35 725999;15.7.2016;15.7.2026
EXE NET;35 730000;35 730999;7.12.2016;7.12.2026
TELENOR;35 740000;35 740999;2.2.2011;10.2.2020
TELENOR;35 741000;35 741999;15.9.2012;10.2.2020
LIMES TELEKOMUNIKACIJE;35 750000;35 750999;10.11.2016;10.11.2026
KOPERNIKUS TECHNOLOGY;35 760000;35 760999;15.7.2014;15.7.2024
VIP MOBILE;35 780000;35 789999;6.2.2017;6.2.2027
ORION TELEKOM;35 790000;35 799999;6.7.2018;6.7.2028
Telekom Srbija a.d., Beograd;35 8100000;35 8100999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8101000;35 8101999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8150000;35 8150999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8151000;35 8151999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8155000;35 8155999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8200000;35 8200999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8201000;35 8202999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8203000;35 8203999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8205000;35 8205999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8209000;35 8209999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8220000;35 8234999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8240000;35 8245999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8246000;35 8246999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8247000;35 8247999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8250000;35 8253999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8254000;35 8254999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8262000;35 8262999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8264000;35 8264999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8266000;35 8266999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8267000;35 8268999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8269000;35 8269999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8271000;35 8271999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8275000;35 8275999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8276000;35 8276999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8277000;35 8277999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8278000;35 8278999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8279000;35 8279999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8311000;35 8312999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8314000;35 8314999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8321000;35 8325999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8331000;35 8331999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8332000;35 8332999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8333000;35 8333999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8335000;35 8335999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8339000;35 8339999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8341000;35 8341999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8410000;35 8410999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8411000;35 8412999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8413000;35 8413999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8422000;35 8422999;8.1.2018;8.1.2028
Telekom Srbija a.d., Beograd;35 8425000;35 8425999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8426000;35 8426999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8427000;35 8427999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8428000;35 8428999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8429000;35 8429999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8430000;35 8430999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8435000;35 8435999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8437000;35 8437999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8470000;35 8477999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8521000;35 8521999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8522000;35 8524999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8525000;35 8527999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8530000;35 8531999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8540000;35 8540999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8542000;35 8542999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8543000;35 8543999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8548000;35 8548999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8561000;35 8570999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8571000;35 8571999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8573000;35 8573999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8627000;35 8627999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8631000;35 8631999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8633000;35 8633999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8637000;35 8637999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8638000;35 8638999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8710000;35 8710999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8800000;35 8802999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8810000;35 8811999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8813000;35 8835999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8840000;35 8846999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8850000;35 8856999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;35 8870000;35 8871999;10.6.2017;10.6.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;36 200000;36 202999;1.4.2012;1.4.2022
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;36 203000;36 204999;25.6.2018;25.6.2028
ORION TELEKOM;36 210000;36 219999;6.7.2018;6.7.2028
BEOTELNET-ISP;36 220000;36 220999;1.8.2014;1.8.2024
TELEMARK SYSTEMS;36 230000;36 230999;1.10.2014;1.10.2024
TELENOR;36 240000;36 240999;2.2.2011;10.2.2020
TELENOR;36 241000;36 241999;15.9.2012;10.2.2020
TELENOR DOO BEOGRAD;36 242000;36 242999;24.9.2018;10.2.2020
CHARLIE +;36 250000;36 250999;16.5.2016;16.5.2026
VIP MOBILE;36 290000;36 299999;6.2.2017;6.2.2027
Telekom Srbija a.d., Beograd;36 301000;36 309999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 311000;36 329999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 331000;36 340999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 341000;36 341999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 342000;36 342999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 343000;36 343999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 351000;36 364999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 366000;36 367999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 369000;36 369999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 371000;36 387999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 389000;36 389999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 391000;36 394999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 397000;36 399999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 420000;36 424999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 426000;36 428999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 438000;36 439999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5100000;36 5100999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5110000;36 5110999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5150000;36 5150999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5155000;36 5155999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5311000;36 5312999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5314000;36 5315999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5317000;36 5317999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5322000;36 5324999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5325000;36 5325999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5326000;36 5326999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5329000;36 5329999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5331000;36 5331999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5335000;36 5335999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5351000;36 5357999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5359000;36 5359999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5391000;36 5391999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5393000;36 5394999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5410000;36 5414999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5416000;36 5416999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5430000;36 5430999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5435000;36 5437999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5443000;36 5447999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5450000;36 5450999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5461000;36 5461999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5466000;36 5469999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5471000;36 5471999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5472000;36 5472999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5478000;36 5478999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5497000;36 5498999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5611000;36 5612999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5614000;36 5615999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5770000;36 5770999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5778000;36 5778999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5816000;36 5817999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5826000;36 5826999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5834000;36 5834999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5851000;36 5852999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5855000;36 5855999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5857000;36 5857999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5861000;36 5862999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5865000;36 5865999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5871000;36 5871999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5873000;36 5873999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5875000;36 5876999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5877000;36 5877999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5881000;36 5882999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 5889000;36 5889999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 601000;36 602999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 611000;36 622999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 629000;36 629999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 631000;36 633999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 639000;36 639999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 641000;36 641999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 643000;36 643999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 651000;36 651999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 653000;36 653999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 671000;36 671999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 673000;36 673999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 730000;36 730999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 732000;36 741999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 760000;36 760999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 78000;36 78999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 790000;36 792999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 799000;36 799999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 815000;36 815999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 821000;36 825999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 827000;36 827999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 841000;36 841999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 845000;36 845999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 851000;36 852999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 861000;36 862999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 865000;36 865999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 871000;36 871999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 873000;36 873999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 875000;36 877999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;36 881000;36 882999;10.6.2017;10.6.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;37 200000;37 204999;1.4.2012;1.4.2022
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;37 205000;37 206999;1.1.2017;1.1.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;37 207000;37 209999;4.12.2017;4.12.2027
ORION TELEKOM;37 210000;37 219999;6.7.2018;6.7.2028
BEOTELNET-ISP;37 220000;37 220999;1.8.2014;1.8.2024
JOTEL;37 225000;37 225999;15.7.2016;15.7.2026
EXE NET;37 230000;37 230999;20.12.2016;20.12.2026
ASTRA TELEKOM;37 234000;37 234999;1.5.2017;1.5.2027
TELENOR;37 240000;37 240999;2.2.2011;10.2.2020
TELENOR;37 241000;37 242999;15.9.2012;10.2.2020
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;37 254000;37 254999;1.10.2018;1.10.2028
KOPERNIKUS TECHNOLOGY;37 260000;37 260999;15.7.2014;15.7.2024
SRB DIGITAL;37 264000;37 264999;12.3.2018;12.3.2028
VIP MOBILE;37 290000;37 298999;6.2.2017;6.2.2027
VIP MOBILE;37 299000;37 299999;1.9.2012;1.9.2022
Telekom Srbija a.d., Beograd;37 3100000;37 3100999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3101000;37 3101999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3102000;37 3102999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3150000;37 3150999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3152000;37 3152999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3155000;37 3155999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3156000;37 3156999;8.1.2018;8.1.2028
Telekom Srbija a.d., Beograd;37 3416000;37 3449999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3453000;37 3458999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3460000;37 3463999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3469000;37 3470999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3480000;37 3481999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3490000;37 3490999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3491000;37 3493999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3500000;37 3509999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3520000;37 3549999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3552000;37 3552999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3554000;37 3557999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3562000;37 3562999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3566000;37 3566999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3635000;37 3635999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3638000;37 3638999;8.1.2018;8.1.2028
Telekom Srbija a.d., Beograd;37 3642000;37 3644999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3651000;37 3651999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3653000;37 3654999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3655000;37 3655999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3691000;37 3691999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3696000;37 3696999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3698000;37 3698999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3721000;37 3721999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3723000;37 3723999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3725000;37 3725999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3727000;37 3728999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3731000;37 3731999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3733000;37 3733999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;37 3735000;37 3735999;10.6.2017;10.6.2027
